coco_id,source,prompt,evaluation_seed,case_number
356827,coco-30k,A woman in ski gear skiing down a small slope on the top of a mountain.,91966,21770
81998,coco-30k,A counter top with a bowl of oranges next to a bowl of apples and a lamp.,98649,21771
35210,coco-30k,A muffin in a black muffin wrap next to a fork. ,20046,21772
417216,coco-30k,A skateboarder does a trick in the middle of the street.  ,92157,21773
216894,coco-30k,A picture of a coffee cup and a smart phone on a table.,73542,21774
28676,coco-30k,People are throwing a frisbee in the grass near houses.,575,21775
352234,coco-30k,an extreme close up of pizza and a fork on a plate,20539,21776
296208,coco-30k,A bruised banana sitting next to a cup of coffee.,98596,21777
486805,coco-30k,A zebra stooped over eating grass in a field.,84192,21778
390215,coco-30k,A plate of chicken with herbs and steamed broccoli.,371,21779
471205,coco-30k,A group of people walking horses across a mountainous field.,43841,21780
145824,coco-30k,A man with a backpack on ski's hiking up the side of a mountain.,35624,21781
409667,coco-30k,A couple of baseball players in uniform standing in a field.,81047,21782
158628,coco-30k,A group of people walking across a sandy beach.,54027,21783
136077,coco-30k,Two zebra feasting on a dead animal in a dry grass field..,84681,21784
351577,coco-30k,A man sitting on a white chair on top of a tennis court.,55811,21785
92107,coco-30k,A green bowl of soup sitting next to a long spoon.,97686,21786
409475,coco-30k,Two people standing next to each other on a ski slope.,31521,21787
558784,coco-30k,A man standing on a dirty and grass field next to a lake.,89108,21788
328536,coco-30k,A plate of broccoli covered in cheeto's with a utensil on it.,26689,21789
423984,coco-30k,A white plate topped with pasta and vegetables surrounded by garlic bread.,78003,21790
466137,coco-30k,A stuffed bear set in front of a cup of coffee.,47765,21791
494182,coco-30k,Brown and white horses grazing in the grass.,71548,21792
367195,coco-30k,A dog laying down on a fluffy carpet,7511,21793
243355,coco-30k,a zebra looks at the grass at a zoo,66399,21794
231240,coco-30k,A person riding a skate board in the street holding a flag.,5212,21795
576831,coco-30k,Five glasses of different kinds of wine on a table.,85747,21796
555900,coco-30k,Some delicious looking muffins fresh out of the oven.,75979,21797
276986,coco-30k,A dog is resting under a blanket on a plump mattress.,91520,21798
230265,coco-30k,A pizza on a table being eaten by two people. ,45896,21799
481187,coco-30k,A person on skis flying over a snow track. ,26570,21800
295138,coco-30k,Young skateboarder showing off learned skills next to building.,89455,21801
324338,coco-30k,Three men standing on a lawn holding paper plates and beer.,69715,21802
518725,coco-30k,A sliced sandwich with a pickle on a plate.,60569,21803
421978,coco-30k,Horses pulling a carriage and a subway car in the background.,92087,21804
135748,coco-30k,A tiny dog in a doggy bed covered with a blanket.,60918,21805
199849,coco-30k,"Zebras standing on a grass plain, with other animals in the background.",68001,21806
353989,coco-30k,A man falls down while skating on a slope,30481,21807
68490,coco-30k,Two horses stand in the desert while small desert hills stand in the background.,3305,21808
526560,coco-30k,Zebra standing next to fence in grassy area.,66953,21809
288174,coco-30k,Young boy on blue skateboard in parking lot.,38316,21810
495117,coco-30k,Two Clydesdale are pulling a single man across a fielded area.,32458,21811
192362,coco-30k,male skier sliding down a cold snowy hill surrounded by evergreen trees,47601,21812
526371,coco-30k,a person with a hat and some ski poles,33636,21813
343004,coco-30k,a person holding a pillow above a ripe banana,31748,21814
422017,coco-30k,A man holding a snowboard stands on a hill in the snow while a mountain range is in the distance.,34501,21815
569319,coco-30k,A table covered with appetizers and a cake.,79885,21816
231097,coco-30k,A nearly empty plate containing broccoli and brown sauce.,21418,21817
136734,coco-30k,A person on a skate board in a very dark room.,91441,21818
163775,coco-30k,Beans are spilling out of an already piled dinner plate.,58904,21819
25069,coco-30k,Two men skateboarding in the middle of the street.,9488,21820
287235,coco-30k,A cop riding on the back of a brown horse down a street.,42429,21821
238431,coco-30k,A light brown horse's face is shown at close range.,62688,21822
363522,coco-30k,A man riding on top of a hand rail with a skateboard.,39964,21823
270677,coco-30k,A young man standing in front of a fence holding a skateboard.,99199,21824
266371,coco-30k,A woman standing at next to tables loaded with fruits and vegetables.,51724,21825
104455,coco-30k,A couple of zebra eating a small pile of hay.,35592,21826
159831,coco-30k,A meatball sandwich is smothered with melted cheese.,70757,21827
352496,coco-30k,A man on skis with several other skiers on a hill.,99884,21828
431891,coco-30k,Bunches of carrots and broccoli on display stand.,17129,21829
459898,coco-30k,Some animals run together in the tall grass. ,11040,21830
455966,coco-30k,Variety of fresh vegetables displayed on white surface.,844,21831
171805,coco-30k,A young man standing in front of a zebra in an enclosure.,18707,21832
421999,coco-30k,A zebras rump is up close for a photo.,26746,21833
448319,coco-30k,Three zebras are grazing in a fielded area.,80743,21834
308630,coco-30k,Person with cross-country skies and poles standing in the middle of a trail.,48902,21835
205513,coco-30k,A bowl filled with a cake topped with vegetables.,28781,21836
303361,coco-30k,Two zebra standing closely next to each other.,8308,21837
128460,coco-30k,Fast moving male skateboarder against light colored background.,71206,21838
485896,coco-30k,A group of police men on horses all in a row with flags.,79108,21839
313916,coco-30k,As two skiers make their way downhill a pair of skis are left vacant in the back.,7298,21840
131612,coco-30k,A girl riding a horse is jumping the log.,20452,21841
205911,coco-30k,A man skiing alone on a snow capped plains,69588,21842
206907,coco-30k,A baseball player is running to base while another player is running behind him.,22000,21843
11570,coco-30k,The white horses are pulling the trailer for the farmers. ,51033,21844
258132,coco-30k,a person jumping a skate board in the air,44766,21845
264382,coco-30k,a baseball player throwing a pitch from the mound,91841,21846
512290,coco-30k,A couple on skies in the snow outdoors.,67634,21847
213881,coco-30k,A large raw carrot and cut up garlic on a cutting board with a knife.,66571,21848
531798,coco-30k,This table has a variety of fruit and vegetables on it.,5358,21849
530998,coco-30k,A man walking across a grass covered park.,30033,21850
540714,coco-30k,A farmers market filled with fresh fruits and vegetables.,82212,21851
98729,coco-30k,A variety of produce on a table including carrots.,70219,21852
306061,coco-30k,A little boy riding a skateboard across a cement area.,28084,21853
142562,coco-30k,A man jumping a horse over an obstacle.,65910,21854
59598,coco-30k,A table topped with a laptop computer next to a plate of food.,29406,21855
465836,coco-30k,A group of men standing next to each other.,24463,21856
489763,coco-30k,Three woman on skis in the snow smiling.,64870,21857
553549,coco-30k,A large black bear walking through a forest.,19551,21858
2890,coco-30k,A group of people riding skis down a snow covered street.,24103,21859
428116,coco-30k,A small white dog hanging its head out the side of a window.,89459,21860
448012,coco-30k,A box of oranges sitting inside of a grocery store.,85651,21861
345580,coco-30k,A zebra standing on a sandy piece of land.,57286,21862
193112,coco-30k,A man riding a skateboard next to a yellow building.,33778,21863
173400,coco-30k,A woman sitting in bed with a small dog.,32144,21864
241431,coco-30k,A knife sitting on top of slice carrots.,61829,21865
132612,coco-30k,These four zebra are walking in a field.,29959,21866
129645,coco-30k,A man flying over a set of steps near a hill.,29810,21867
439224,coco-30k,"A white plate topped with fish, veggies and a roll",38651,21868
20906,coco-30k,"A banana, peanut butter and turkey sandwich sitting in a container.",73141,21869
44029,coco-30k,A man riding skis down the side of a snow covered slope.,46761,21870
246199,coco-30k,A table topped with baskets filled with ripe bananas.,21183,21871
105102,coco-30k,a plate with meat and potatoes on it ,61923,21872
196995,coco-30k,A large brown bear laying on top of a giant rock.,37971,21873
157715,coco-30k,A group of zebras standing and grazing in a field.,63636,21874
468483,coco-30k,A man riding a skateboard down a sidewalk.,28965,21875
552065,coco-30k,A man riding up the side of a skateboard ramp.,72907,21876
543696,coco-30k,A bunch of yellow bananas sitting on top of a counter.,6431,21877
453178,coco-30k,A bowl filled with lots of different types of vegetables.,64433,21878
4736,coco-30k,A baseball player holding a bat next to home base.,43005,21879
53774,coco-30k,skateboarder who is about to land from a jump of some type,79901,21880
481480,coco-30k,Two jockeys ride their horses in a race at the track. ,93220,21881
480407,coco-30k,A delicious pizza is shown here with some broccoli. ,99826,21882
478212,coco-30k,a couple of people skiing down a hill ,38463,21883
511852,coco-30k,People are skiing down a snow covered hill.,41854,21884
214604,coco-30k,A batter awaits a pitch at a baseball field.,2779,21885
575500,coco-30k,Bananas in a bushel are displayed over some kind of tail.,1998,21886
27009,coco-30k,Two pizzas sitting on top of a wooden cutting board.,39486,21887
372038,coco-30k,A semi-browned banana sitting on top a cup of starbucks coffee.,23211,21888
153624,coco-30k,A close up photo of a person holding a skateboard.,73107,21889
494855,coco-30k,A baseball player is swinging a bat at a ball.,95719,21890
23895,coco-30k,A man at a skate park showing a trick on his skateboard,78631,21891
358596,coco-30k,A group of men riding skateboards up the side of a wooden ramp.,38153,21892
274591,coco-30k,"A bear in an enclosure with dead wood, grass and large rocks.",2521,21893
97264,coco-30k,"A sandwich with tater tots, ketchup, vegetables and a spoon.",19898,21894
13943,coco-30k,A man driving a horse drawn wagon next to a red bus.,44347,21895
64703,coco-30k,A large sandwich filled with meat on a plate.,33366,21896
265462,coco-30k,A man riding a skateboard down a bunch of steps.,66539,21897
524431,coco-30k,A horse drawn carriage traveling down the middle of a road.,44491,21898
311041,coco-30k,An orange cut in half sitting next to a glass of oj.,92029,21899
532164,coco-30k,A group of factory workers next to a vat full of oranges.,57335,21900
163543,coco-30k,A person riding some skis in the snow.,31329,21901
88349,coco-30k,A small pizza sitting on top of a blue plate.,27330,21902
119911,coco-30k,A boy doing a skateboard trick on a street.,27910,21903
80395,coco-30k,"A picture of an alter holding bananas, skeletons, candles and flowers.",14014,21904
295097,coco-30k,A dog chewing on a object held in a hand.,17296,21905
